name,set,rarity,id,tribe,courage,power,wisdom,speed,energy,mugic,elements,types,ability,flavor,brainwashed,unique,loyal,legendary,artist,gender
Farhkaj,LR,Uncommon,8,Mipedian,35,55,45,75,60,1,Air,Elite Warrior,Reduce damage dealt to Nukasai by Water attacks by 5.,,,,1,,,Male
"Ulmar, Wavescrambler",LR,Rare,4,UnderWorld,35,55,65,65,30,0,Fire,Conqueror,"Minions may not play activated abilities if their controller also controls a Chieftain.
Ulmar may not be the target of Mugic.",,,,,,,Male
Antidaeon,DOP,Promo,1,OverWorld,35,60,40,70,40,2,Water,Scout,,"With thousands of hidden waterways linking the OverWorld and UnderWorld, Antidaeon remains in constant alert against enemy invasion.",,,,,,Male
Epaluo,MI,Promo,17,Mipedian,40,30,75,60,50,1,Earth,Stalker Warrior,"Invisibility: Strike 5
Invisibility: Surprise",,,,,,,Male
"Ettala, Mind Controlled",MI,Promo,18,OverWorld,50,85,40,30,60,0,"Earth, Water",Guardian Minion,Earth 5,,Ettala has an additional 30 Power and 30 less Wisdom.,,,,,Male
Gaffat-ra,TOTT,Promo,77,Mipedian,40,100,100,50,50,0,Air,Warbeast,"Defender: Conjuror
Non-attack damage dealt to adjacent Royals is dealt to Gaffat-ra instead.
Recklessness 10","As the war turns grim, even Royals have begun to accept the Warbeasts.",,1,1,,,Ambiguous
"Heptadd, 2008 Hawaii Trade Conference",DOP,Promo,4,OverWorld,50,50,50,50,50,1,"Fire, Air, Earth, Water",Guardian Muge,Heptadd may play Mugic of any tribe.,Some in Perim believe that Heptadd knows where the Cothica is.,,1,1,,,Male
"Ikkatosh, The Aich King",OP1,Promo,79,OverWorld,30,20,80,40,25,2,,Guardian Hero,"At the beginning of combat, if your engaged Creature has no Elemental Types, it gains 20 Energy.",The Aich King brings the power of nature even to those who cannot touch it themselves.,,1,,,,"Ambiguous, Male"
Irsenog,MI,Promo,16,UnderWorld,75,60,30,40,50,1,Air,Warrior,Air 5,"Few realize his claws are as sharp as his serrated blade until it is much, much too late.",,,,,,Male
Kapalor,MI,Promo,22,Danian,60,75,40,30,35,1,Earth,Mandablor Warrior,"Kapalor has an additional 5 Energy for each Mandiblor you control and each Infected Creature in play.
While Kapalor is unequipped, it has an additional 10 Energy.",,,,,,,Male
Nunk'worn,ROTO,Promo,80,M'arrillian,50,70,70,45,60,0,"Fire, Water",Fluidmorpher Warrior,"Fluidmorph
Attacks played by Nunk'worn also count as Fire and Water attacks.
If Nunk'worn has exactly 3 Mugic counters on it when it is defeated, you may return it to play in an open space on your side of the Battleboard with no Mugic counters.",,,1,,,,Male
Opto,DOP,Promo,3,UnderWorld,70,50,50,40,30,0,Earth,Scout,"At the beginning of combat, Creatures engaged with Scouts you control lose and cannot gain Invisibility.",,,,,,,Male
"Prince Mudeenu, Champion of the Guard",MI,Promo,5,Mipedian,85,40,20,80,55,0,Air,Royal Warrior,"Mipedians you control have ""Invisibility: Surprise.""","""You can either surrender or die... and I won't accept your surrender."" 
—Prince Mudeenu",,1,,,,Male
"Prince Mudeenu, Champion of the Guard",LR,Common,	68b,Mipedian,85,40,20,80,55,0,Air,Royal Warrior,"Mipedians you control have ""Invisibility: Surprise.""","""You can either surrender or die... and I won't accept your surrender."" 
—Prince Mudeenu",,1,,,,Male
Raimusa,DOP,Promo,2,OverWorld,60,65,40,45,50,1,"Earth, Water",Warrior,,The vicious winds of the Crystal Range slash the flesh but sharpen the soul.,,,,,,Male
Simalin,MI,Promo,8,OverWorld,70,50,40,60,45,0,"Earth, Water",Elementalist Warrior,The first attack against Simalin each combat deals 20 less damage.,,,,,,,Female
"Takinom, The Shadowknight",ROTO,Promo,75,UnderWorld,50,90,40,70,65,1,"Fire, Air",Commander,"Strike 10
{{MC}}: The next attack made by Takinom counts as its first attack this combat.
Swift 2",,,1,1,,,Female
"Tangath Toborn, OverWorld General (Pre-Release)",FUN,Promo,70,OverWorld,55,75,95,35,60,0,"Fire, Water",Strategist Warrior,"Defender
On an opponent's turn, Tangath Toborn has:
""Fire 5"" if you control and UnderWorlder.
""Disarm"" if you control a Mipedian.
""Elementproof all Element Types 5"" if you control a Danian",,,,,1,,Male
"Yokkis, Spooker",MI,Promo,71b,OverWorld,50,30,50,75,55,1,,Hero Scout,Surprise,,,,,,,Male
Tarteme,LR,Rare,,Danian,50,65,35,40,40,0,Air,Mandiblor,Air 5,,,,,,,Male
Kobarri,LR,Rare,,Mipedian,50,25,60,20,25,3,,Royal Muge,{{MC}} {{MC}}: Target creature you control may not be the target of Mugic or Abilites.,,,,,,,Male
Heptadd (Tin Misprint),DOP,Ultra Rare,11,OverWorld,50,50,50,50,50,1,"Fire, Earth",Guardian Muge,Heptadd may play Mugic of any tribe.,Some in Perim believe that Heptadd knows where the Cothica is.,,1,1,,,Male
Prince Mudeenu (Dardemus Stats),DOP,Super Rare,77,Mipedian,60,75,20,65,50,1,,Royal,Invisibility: Strike 20,"Obsessed with controlling the Cothica, he will risk the freedom of the Mipedians to find it.",,1,,,,Male
Drazz (TTIT stats - online card is TTIT),MI,Super Rare,30,Danian,50,75,85,35,65,0,"Earth, Water",Mandiblor Minion,"While Infected, Drazz has ""Earth 5.""
Hive: Outperform Courage 5",,Water 5,,,,,Male
Blügon (New York Comic Con),DOP,Super Rare,34,OverWorld,35,65,70,45,40,0,Water,Elementalist,Water 5,"Despite his mammoth size, the biggest thing about Blügon is his heart.",,,,,,Male
